step,energy,oobf
99,0.00000006172121211521493,0.00169970298904108
98,0.00000006740515345182115,0.00173639469661713
97,0.00000007202487371970715,0.0017706972927170929
96,0.00000007865983108062431,0.001798349699637652
95,0.00000008630931631386584,0.001835062158880036
94,0.00000009496511644727305,0.0018613832568490664
93,0.00000010400960466686248,0.0019410617055806397
92,0.00000011402763789913085,0.0019588249253372145
91,0.0000001253376088216977,0.0019828400460551545
90,0.00000013840019390062767,0.0020308955105952506
89,0.00000015258384569808539,0.002074948911448442
88,0.00000016821511191750488,0.002120591253620856
87,0.00000018561284898901403,0.0021587640998133096
86,0.00000020549118654300763,0.002206781466497505
85,0.00000022730287485402772,0.0022552773926744025
84,0.00000025196243716523796,0.0023081344223367817
83,0.00000027928759403326935,0.002360115225257088
82,0.0000003100268360976201,0.002415981151204159
81,0.0000003445775707600294,0.002480545501703489
80,0.0000003828326520315458,0.0025333354748668536
79,0.00000042562238924282254,0.0026029721447036174
78,0.0000004732539514873624,0.0026550112987011464
77,0.0000005270713539525459,0.0027157216930183037
76,0.0000005876020957714984,0.0027860437116586155
75,0.0000006554964731905837,0.002860273381420959
74,0.0000007319606759936543,0.0029389699242918727
73,0.000000818846771098686,0.0030216985513391447
72,0.0000009174950794647728,0.003106746547740598
71,0.0000010283413744669639,0.0031898748060945857
70,0.0000011530301382412797,0.0032920926171336154
69,0.0000012934731075646493,0.003400881801229154
68,0.0000014526209906414131,0.003514465623927117
67,0.000001631810855274023,0.0036339691523685903
66,0.0000018328164415747765,0.003764077031933391
65,0.0000020590729312712946,0.0039003560851162897
64,0.000002313781752144488,0.0040439637654387005
63,0.0000026001876828530813,0.004192133462932908
62,0.0000029219357620198822,0.0043516331809104435
61,0.000003283370300543543,0.004516179568494968
60,0.000003689874846768838,0.004692746942015078
59,0.00000415046443131414,0.0049002425392082076
58,0.000004667789871999227,0.005098106991752733
57,0.00000525149518793155,0.005309273231233792
56,0.000005908927999573847,0.005537448285586882
55,0.000006648641476745954,0.005786399726847497
54,0.000007485282371479952,0.006063980883663878
53,0.000008434268455700196,0.006355424323794552
52,0.000009504189564975005,0.006656511645656791
51,0.00001070935901697543,0.006963231415361085
50,0.000012062804594952156,0.0072728853951777835
49,0.000013583595702697787,0.007610670950616616
48,0.000015307201140393825,0.008009450244051378
47,0.00001725870544933333,0.008433170920014752
46,0.00001945712222329114,0.008882383347157925
45,0.000021941696224991113,0.009358939885680647
44,0.00002476111524604956,0.009877178925156011
43,0.000027938541913445144,0.010377510765328033
42,0.00003152692841537224,0.010934884628924765
41,0.00003558082425286453,0.011485477354632538
40,0.00004013695457815141,0.012073707504238196
39,0.00004528392933873162,0.012728749701212438
38,0.00005112487374318838,0.013442249648096276
37,0.00005769996831436555,0.014202798586370358
36,0.00006512945520424903,0.015009994928250104
35,0.00007348915833511893,0.015862865528272332
34,0.00008294606694278338,0.016774593933863057
33,0.00009369007323678234,0.017760140767913386
32,0.0001058526790766681,0.01877719312791187
31,0.00011957598761921499,0.01983858761256908
30,0.0001350244305557392,0.020890883323703386
29,0.00015253408548956252,0.02203357966994972
28,0.00017239754676738717,0.02318874500364991
27,0.00019488197129404006,0.02441140342986657
26,0.000220801907081088,0.025800384047534836
25,0.00025100529316084694,0.02724960877873606
24,0.00028603898012625285,0.02883719356845331
23,0.00032629930156618126,0.03046614783326749
22,0.0003722414450936219,0.03214043436772431
21,0.0004248345039110549,0.0341631464755509
20,0.0004846944668446002,0.036027348247999184
19,0.0005534087761191554,0.0380705623767549
18,0.0006329978692194489,0.04032765068232693
17,0.0007253026793123425,0.04268624038677222
16,0.0008314782951066965,0.04514254412737101
15,0.0009538025451776602,0.04789831627793928
14,0.0010975192386819656,0.05117885704838437
13,0.0012659603159604815,0.05438777847615433
12,0.001460121401665141,0.05761148306664964
11,0.0016822868418555918,0.060573065126793016
10,0.0019462289981841243,0.06366198929988369
9,0.0022714030700264646,0.06743240297657375
8,0.002667465619182873,0.07149770884225677
7,0.0031499356020643944,0.07605212172319525
6,0.0037442675454758905,0.08116325538655138
5,0.004515104177028089,0.0871097454473721
4,0.005507108569363662,0.0956635140782694
3,0.0070435340323049015,0.1066367914153119
2,0.0119278241626056,0.11994022984444581
1,0.03513816050113795,0.13009613431974423
0,0.21570507782784187,0.2945692517350559
